,ArtikelNr,Menge,AuftragPosNr,AuftragsNr,PositionsNr,Einheit,PreisProEinheit,RabattProzent,ZeilenNettoWert,StatusPosition,LieferdatumPositionTag,LieferdatumPositionMonat,LieferdatumPositionJahr
45,C011414575,103.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2010
46,C011414575,53.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2010
47,C011414575,78.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2010
48,C011414575,78.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2010
49,C011414575,110.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2010
50,C011414575,32.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2010
51,C011414575,14.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2010
52,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2010
53,C011414575,307.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2010
54,C011414575,83.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2010
55,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2010
56,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2010
57,C011414575,170.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2010
58,C011414575,64.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2010
59,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2010
60,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2010
61,C011414575,46.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2010
62,C011414575,110.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2010
63,C011414575,204.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2011
64,C011414575,30.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2011
65,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2011
66,C011414575,180.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2011
67,C011414575,54.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2011
68,C011414575,179.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2011
69,C011414575,55.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2011
70,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2011
71,C011414575,130.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2011
72,C011414575,26.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2011
73,C011414575,44.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2011
74,C011414575,112.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2011
75,C011414575,19.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2011
76,C011414575,126.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2011
77,C011414575,29.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2011
78,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2011
79,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2011
80,C011414575,39.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2011
81,C011414575,117.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2011
82,C011414575,265.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2012
83,C011414575,47.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2012
84,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2012
85,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2012
86,C011414575,167.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2012
87,C011414575,55.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2012
88,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2012
89,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2012
90,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2012
91,C011414575,66.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2012
92,C011414575,12.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2012
93,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2012
94,C011414575,271.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2012
95,C011414575,41.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2012
96,C011414575,78.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2012
97,C011414575,113.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2012
98,C011414575,43.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2012
99,C011414575,169.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2013
100,C011414575,65.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2013
101,C011414575,196.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2013
102,C011414575,38.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2013
103,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2013
104,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2013
105,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2013
106,C011414575,46.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2013
107,C011414575,110.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2013
108,C011414575,80.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2013
109,C011414575,232.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2013
110,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2013
111,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2013
112,C011414575,107.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2013
113,C011414575,37.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2013
114,C011414575,12.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2013
115,C011414575,468.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2013
116,C011414575,72.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2013
117,C011414575,6.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2013
118,C011414575,408.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2014
119,C011414575,144.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2014
120,C011414575,58.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2014
121,C011414575,176.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2014
122,C011414575,34.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2014
123,C011414575,200.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2014
124,C011414575,49.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2014
125,C011414575,107.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2014
126,C011414575,283.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2014
127,C011414575,107.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2014
128,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2014
129,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2014
130,C011414575,246.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2014
131,C011414575,66.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2014
132,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2014
133,C011414575,94.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2014
134,C011414575,62.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2014
135,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2014
136,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2015
137,C011414575,219.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2015
138,C011414575,93.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2015
139,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2015
140,C011414575,167.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2015
141,C011414575,67.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2015
142,C011414575,155.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2015
143,C011414575,54.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2015
144,C011414575,25.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2015
145,C011414575,306.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2015
146,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2015
147,C011414575,69.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2015
148,C011414575,9.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2015
149,C011414575,46.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2015
150,C011414575,110.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2015
151,C011414575,209.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2015
152,C011414575,25.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2015
153,C011414575,209.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2015
154,C011414575,25.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2015
155,C011414575,390.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2015
156,C011414575,163.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2016
157,C011414575,52.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2016
158,C011414575,19.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2016
159,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2016
160,C011414575,284.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2016
161,C011414575,106.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2016
162,C011414575,214.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2016
163,C011414575,98.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2016
164,C011414575,248.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2016
165,C011414575,64.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2016
166,C011414575,214.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2016
167,C011414575,78.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2016
168,C011414575,20.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2016
169,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2016
170,C011414575,175.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2016
171,C011414575,59.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2016
172,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2016
173,C011414575,152.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2016
174,C011414575,55.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2016
175,C011414575,27.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2016
176,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2016
177,C011414575,37.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2016
178,C011414575,119.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2016
179,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2017
180,C011414575,241.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2017
181,C011414575,71.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2017
182,C011414575,175.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2017
183,C011414575,59.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2017
184,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2017
185,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2017
186,C011414575,114.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2017
187,C011414575,42.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2017
188,C011414575,-12.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2017
189,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2017
190,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2017
191,C011414575,59.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2017
192,C011414575,19.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2017
193,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2017
194,C011414575,172.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2017
195,C011414575,62.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2017
196,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2018
197,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2018
198,C011414575,178.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2018
199,C011414575,56.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2018
200,C011414575,71.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2018
201,C011414575,145.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2018
202,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2018
203,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2018
204,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2018
205,C011414575,174.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2018
206,C011414575,60.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2018
207,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2018
208,C011414575,176.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2018
209,C011414575,58.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2018
210,C011414575,28.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2018
211,C011414575,104.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2018
212,C011414575,24.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2018
213,C011414575,252.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2018
214,C011414575,60.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2018
215,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2019
216,C011414575,106.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2019
217,C011414575,284.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2019
218,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2019
219,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2019
220,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2019
221,C011414575,40.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2019
222,C011414575,194.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2019
223,C011414575,352.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2019
224,C011414575,122.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2019
225,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2019
226,C011414575,390.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2019
227,C011414575,237.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2019
228,C011414575,75.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2019
229,C011414575,156.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2019
230,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,12,2019
231,C011414575,80.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2020
232,C011414575,232.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,01,2020
233,C011414575,256.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2020
234,C011414575,56.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,02,2020
235,C011414575,-5.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,03,2020
236,C011414575,312.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,04,2020
237,C011414575,246.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,05,2020
238,C011414575,171.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2020
239,C011414575,63.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,06,2020
240,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,07,2020
241,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,08,2020
242,C011414575,390.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,09,2020
243,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,10,2020
244,C011414575,234.0,A100006-03,A100006,3,STK,1249.99,0.0,1249.99,Teilgeliefert,01,11,2020
